,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
795,0.5,1.000,0.5,0.0,,0.0,0.5,24,0.0,0.3,0.5,1.000,0.5,0.8,.750,1.0,4,0,NBA,7.0,0.5,1.0,Julyan Stone ,1.8,PG,0.3,0.5,0.8,DEN,1.000
796,0.2,.556,0.4,0.1,.250,0.4,0.6,25,0.0,0.9,0.3,.412,0.8,0.1,.667,0.1,21,0,NBA,5.7,0.1,0.6,Julyan Stone ,0.9,SG,0.1,0.2,1.0,TOR,.471
797,0.0,,0.0,1.0,.500,2.0,1.0,29,0.0,2.5,1.0,.500,2.0,0.0,,0.0,2,0,NBA,9.0,0.0,1.5,Julyan Stone ,3.0,SG,1.0,1.0,2.5,CHO,.750
798,1.0,.402,2.6,0.0,.000,0.1,0.3,21,0.2,1.3,1.0,.394,2.6,0.3,.667,0.4,38,1,NBA,7.4,0.3,0.6,Perry Jones III ,2.3,SF,0.1,0.4,1.6,OKC,.394
799,1.0,.508,1.9,0.4,.361,1.0,0.4,22,0.3,1.4,1.3,.459,2.9,0.5,.667,0.7,62,7,NBA,12.3,0.5,1.0,Perry Jones III ,3.5,PF,0.2,0.3,1.8,OKC,.519
800,1.4,.476,2.9,0.3,.233,1.4,0.4,23,0.2,1.6,1.7,.397,4.3,0.6,.649,0.9,43,13,NBA,14.7,0.1,1.2,Perry Jones III ,4.3,SF,0.4,0.6,1.8,OKC,.435
801,0.6,.528,1.2,0.5,.258,2.1,0.4,19,0.1,1.1,1.2,.353,3.3,0.5,.552,0.9,31,0,NBA,10.7,0.3,0.7,James Young ,3.4,SG,0.3,0.2,1.4,BOS,.436
802,0.2,.500,0.3,0.2,.231,0.9,0.3,20,0.0,0.8,0.4,.306,1.2,0.0,.250,0.1,29,0,NBA,6.9,0.1,0.6,James Young ,1.0,SG,0.2,0.2,0.9,BOS,.389
803,0.4,.565,0.8,0.4,.343,1.2,0.1,21,0.1,0.7,0.9,.431,2.0,0.2,.667,0.3,29,0,NBA,7.6,0.2,0.5,James Young ,2.3,SG,0.3,0.1,0.9,BOS,.534
804,2.1,.454,4.6,0.7,.287,2.4,1.2,21,1.1,2.2,2.8,.396,7.0,1.6,.752,2.1,62,15,NBA,21.8,1.0,2.0,KJ McDaniels ,7.9,SG,0.7,1.7,3.2,TOT,.446
805,2.4,.456,5.2,0.8,.293,2.8,1.3,21,1.3,2.5,3.2,.399,8.1,1.9,.756,2.5,52,15,NBA,25.4,1.2,2.3,KJ McDaniels ,9.2,SG,0.8,2.0,3.8,PHI,.450
806,0.5,.417,1.2,0.0,.000,0.3,0.2,21,0.2,0.4,0.5,.333,1.5,0.1,.500,0.2,10,0,NBA,3.3,0.1,0.5,KJ McDaniels ,1.1,SG,0.0,0.1,0.5,HOU,.333
807,0.6,.468,1.3,0.2,.280,0.7,0.3,22,0.2,0.7,0.8,.403,1.9,0.6,.800,0.8,37,1,NBA,6.4,0.4,0.8,KJ McDaniels ,2.4,SF,0.2,0.5,1.1,HOU,.451
808,1.2,.553,2.1,0.4,.303,1.3,0.3,23,0.4,1.4,1.6,.456,3.4,0.7,.842,0.8,49,0,NBA,10.3,0.3,1.0,KJ McDaniels ,4.2,SF,0.4,0.6,1.7,TOT,.515
809,0.8,.537,1.4,0.3,.333,0.9,0.1,23,0.3,0.8,1.1,.456,2.3,0.3,.900,0.3,29,0,NBA,7.3,0.2,0.8,KJ McDaniels ,2.8,SF,0.2,0.3,1.0,HOU,.522
810,1.8,.565,3.1,0.6,.282,2.0,0.5,23,0.5,2.2,2.3,.455,5.1,1.2,.821,1.4,20,0,NBA,14.7,0.5,1.3,KJ McDaniels ,6.3,SF,0.6,1.0,2.6,BRK,.510
811,0.7,.538,1.4,1.0,.406,2.5,0.8,28,0.1,0.6,1.8,.452,3.9,0.2,.696,0.3,68,2,NBA,15.4,0.1,1.2,Damjan Rudez ,4.8,SF,0.2,0.7,0.7,IND,.584
812,0.2,.667,0.4,0.5,.340,1.5,0.3,29,0.0,0.5,0.8,.403,1.9,0.2,1.000,0.2,33,0,NBA,8.4,0.2,1.0,Damjan Rudez ,2.3,SF,0.1,0.4,0.6,MIN,.540
813,0.2,.458,0.5,0.4,.313,1.4,0.4,30,0.0,0.4,0.7,.352,2.0,0.0,,0.0,45,0,NBA,7.0,0.1,0.7,Damjan Rudez ,1.8,SF,0.3,0.2,0.6,ORL,.466
814,0.8,.404,2.1,0.3,.316,0.8,1.5,21,0.0,0.6,1.1,.380,2.9,0.3,.640,0.5,48,0,NBA,10.2,0.2,1.0,Shane Larkin ,2.8,PG,0.5,0.8,0.9,DAL,.423
815,2.0,.481,4.2,0.5,.302,1.5,3.0,22,0.1,1.9,2.5,.433,5.7,0.8,.782,1.0,76,22,NBA,24.5,0.4,2.0,Shane Larkin ,6.2,PG,1.2,1.1,2.3,NYK,.473
816,2.3,.464,5.1,0.5,.361,1.4,4.4,23,0.2,1.9,2.8,.442,6.4,1.1,.776,1.4,78,17,NBA,22.4,0.4,1.6,Shane Larkin ,7.3,PG,1.2,1.9,2.3,BRK,.481
817,0.6,.250,2.3,0.4,.263,1.4,1.4,25,0.0,0.8,0.9,.255,3.6,0.6,.900,0.7,14,0,NBA,10.7,0.1,1.0,Shane Larkin ,2.9,PG,0.4,0.3,0.9,BOS,.304
818,0.5,.600,0.8,0.7,.364,1.8,0.3,25,0.2,1.3,1.2,.438,2.7,0.3,.667,0.5,6,4,NBA,13.3,0.5,1.0,Okaro White ,3.3,PF,0.2,0.2,1.8,MIA,.563
819,0.7,.571,1.2,0.0,.000,1.2,0.5,25,0.0,0.7,0.7,.286,2.3,0.3,1.000,0.3,6,0,NBA,7.5,0.5,1.3,Markel Brown ,1.7,SG,0.0,0.5,1.2,DET,.286
820,2.5,.625,4.0,0.0,.000,0.5,0.0,23,1.0,4.5,2.5,.556,4.5,0.0,.000,0.5,2,2,NBA,14.0,1.5,2.5,Jordan Mickey ,5.0,PF,0.0,1.0,6.0,MIA,.556
821,1.2,.480,2.5,0.1,.100,0.5,1.1,24,0.1,0.9,1.3,.417,3.0,0.6,.688,0.8,20,0,NBA,10.3,0.4,0.8,Briante Weber ,3.1,PG,0.6,0.4,1.3,TOT,.425
822,0.7,.455,1.6,0.0,.000,0.4,0.7,24,0.1,0.6,0.7,.357,2.0,0.3,.667,0.4,7,0,NBA,6.6,0.0,0.6,Briante Weber ,1.7,PG,0.4,0.4,0.6,GSW,.357
823,1.5,.487,3.0,0.1,.143,0.5,1.2,24,0.0,1.1,1.5,.435,3.5,0.7,.692,1.0,13,0,NBA,12.2,0.6,0.9,Briante Weber ,3.8,PG,0.7,0.4,1.7,CHO,.446
824,0.7,.333,2.1,0.3,.226,1.1,1.0,21,0.0,0.2,1.0,.295,3.3,0.6,.895,0.7,27,1,NBA,7.5,0.0,1.0,Maalik Wayns ,2.8,PG,0.2,0.6,0.3,TOT,.335
825,0.7,.298,2.2,0.2,.200,1.2,1.0,21,0.0,0.2,0.9,.264,3.4,0.6,.867,0.7,21,1,NBA,7.9,0.0,0.9,Maalik Wayns ,2.7,PG,0.1,0.6,0.2,PHI,.299
826,0.8,.500,1.7,0.3,.333,1.0,1.2,21,0.0,0.3,1.2,.438,2.7,0.7,1.000,0.7,6,0,NBA,6.2,0.0,1.3,Maalik Wayns ,3.3,PG,0.5,0.3,0.3,LAC,.500
827,0.5,.500,1.0,0.0,,0.0,1.0,22,0.0,1.0,0.5,.500,1.0,0.0,,0.0,2,0,NBA,4.5,0.0,2.0,Maalik Wayns ,1.0,PG,1.0,0.0,1.0,LAC,.500
828,0.3,.333,0.8,0.0,,0.0,0.3,25,0.0,0.3,0.3,.333,0.8,0.0,,0.0,4,0,NBA,7.0,0.0,0.5,Vander Blue ,0.5,SG,0.0,0.5,0.3,LAL,.333
829,1.1,.378,3.0,0.5,.320,1.7,2.1,23,0.3,1.1,1.7,.357,4.7,0.8,1.000,0.8,15,0,NBA,14.0,0.3,1.4,Fred VanVleet ,4.7,PG,0.7,0.9,1.4,TOR,.414
830,1.4,.479,3.0,1.0,.471,2.1,0.8,24,0.1,0.9,2.4,.476,5.1,0.3,.667,0.4,16,1,NBA,14.6,0.3,1.3,Bryn Forbes ,6.1,SG,0.2,0.3,1.3,SAS,.573
831,0.5,.500,1.0,0.3,.385,0.8,0.7,22,0.2,0.6,0.8,.448,1.8,0.0,.000,0.2,16,0,NBA,5.0,0.3,0.4,Tim Quarterman ,1.9,SG,0.1,0.7,0.9,POR,.534
832,0.5,.557,0.9,1.0,.399,2.6,0.7,24,0.4,1.1,1.5,.440,3.5,0.4,.824,0.5,67,6,NBA,12.1,0.3,1.1,Davis Bertans ,4.5,PF,0.3,0.5,1.5,SAS,.588
833,0.2,.500,0.3,0.9,.458,2.0,0.5,25,0.2,0.7,1.1,.464,2.3,0.3,.600,0.4,12,0,NBA,6.6,0.0,0.6,Davis Bertans ,3.3,PF,0.2,0.2,0.7,SAS,.661
834,0.9,.533,1.7,0.6,.333,1.7,1.1,21,0.2,1.1,1.5,.433,3.5,0.4,.784,0.5,71,20,NBA,15.1,0.3,0.9,Patrick McCaw ,4.0,SG,0.5,0.5,1.4,GSW,.516
835,2.3,.605,3.8,0.1,.200,0.3,0.7,24,0.4,2.3,2.4,.580,4.1,1.3,.641,2.0,20,2,NBA,19.9,0.9,1.8,David Nwaba ,6.0,SG,0.7,0.6,3.2,LAL,.586
836,5.7,.505,11.3,0.1,.206,0.4,4.9,24,0.3,2.3,5.8,.494,11.7,1.8,.770,2.4,82,78,NBA,31.1,1.2,3.0,Gary Payton II ,13.5,PG,2.2,1.8,3.4,SEA,.498
837,2.9,.502,5.9,0.5,.288,1.7,4.8,29,0.1,2.0,3.4,.454,7.6,2.5,.797,3.1,69,24,NBA,25.1,0.6,1.7,Ty Lawson ,9.9,PG,1.1,1.9,2.6,SAC,.487
838,1.4,.448,3.2,0.3,.333,1.0,1.0,23,0.4,1.6,1.8,.421,4.2,0.6,.714,0.8,9,0,NBA,12.8,0.9,0.9,Jarrod Uthoff ,4.4,PF,0.2,0.3,2.4,DAL,.461
839,,,,,,,0.7,25,,,1.9,.333,5.6,1.7,.723,2.4,20,,BAA,,,3.4,Bobby Brown ,5.4,,,,,PRO,
840,,,,,,,1.6,26,,,4.5,.361,12.3,2.8,.683,4.1,62,,NBA,,,4.3,Bobby Brown ,11.7,,,,,DNN,
841,0.6,.500,1.3,0.0,,0.0,0.0,20,0.3,0.5,0.6,.500,1.3,0.0,,0.0,8,0,NBA,4.5,0.3,0.1,Cliff Alexander ,1.3,PF,0.1,0.1,0.8,POR,.500
842,1.4,.470,2.9,0.1,.257,0.6,0.3,22,0.3,1.4,1.5,.436,3.5,0.5,.667,0.8,63,17,NBA,12.7,0.3,0.9,DeQuan Jones ,3.7,SF,0.3,0.5,1.7,ORL,.456
843,0.7,.556,1.3,0.3,.400,0.7,0.6,23,0.0,0.7,1.0,.500,2.0,0.4,.750,0.6,7,0,NBA,5.4,0.1,0.6,Carrick Felix ,2.7,SG,0.0,0.6,0.9,CLE,.571
844,0.1,.167,0.7,0.0,.000,0.4,0.2,24,0.0,0.1,0.1,.100,1.1,0.2,1.000,0.2,9,0,NBA,3.6,0.2,0.2,Michael Gbinije ,0.4,SG,0.0,0.0,0.3,DET,.100
845,0.3,.333,1.0,0.0,.083,0.5,0.2,23,0.0,0.7,0.4,.250,1.6,0.1,1.000,0.1,23,0,NBA,4.0,0.1,0.3,Georges Niang ,0.9,PF,0.1,0.2,0.7,IND,.264
846,0.0,.000,0.1,0.3,.308,0.9,0.1,24,0.1,0.4,0.3,.286,1.0,0.1,.500,0.1,14,0,NBA,3.1,0.3,0.3,Kyle Wiltjer ,0.9,PF,0.2,0.4,0.7,HOU,.429
847,3.3,.520,6.3,0.0,.000,0.0,2.8,25,1.0,5.2,3.3,.516,6.3,2.6,.642,4.1,82,82,NBA,25.4,2.5,3.1,Marshall Plumlee ,9.1,C,0.8,1.9,7.7,POR,.516
848,0.3,.667,0.4,0.0,.000,0.1,0.1,23,0.0,0.0,0.3,.500,0.6,0.0,,0.0,7,0,NBA,1.9,0.1,0.3,Marcus GeorgesHunt ,0.6,SG,0.1,0.1,0.1,MIN,.500
849,0.0,.000,1.0,0.0,,0.0,0.0,25,0.0,0.0,0.0,.000,1.0,0.0,,0.0,1,0,NBA,6.0,0.0,1.0,Kalin Lucas ,0.0,PG,1.0,0.0,0.0,MEM,.000
850,4.9,.491,9.9,0.1,.323,0.4,4.5,27,0.0,1.3,5.0,.485,10.3,1.7,.795,2.1,75,31,NBA,26.3,0.3,1.8,Larry Drew II ,11.9,PG,0.9,1.8,1.7,SAC,.491
851,0.5,.323,1.6,0.0,,0.0,0.2,20,0.3,1.3,0.5,.323,1.6,0.2,.600,0.3,19,0,NBA,5.7,0.6,0.9,Stephen Zimmerman ,1.2,C,0.1,0.2,1.8,ORL,.323
852,3.7,.370,10.1,1.8,.374,4.7,5.7,20,0.2,2.8,5.5,.371,14.8,2.7,.817,3.3,82,82,NBA,32.6,0.6,2.3,Brandon Jennings ,15.5,PG,1.3,2.4,3.4,MIL,.431
853,4.2,.422,9.9,1.6,.323,4.8,4.8,21,0.3,3.0,5.7,.390,14.7,3.2,.809,3.9,63,61,NBA,34.4,0.7,2.1,Brandon Jennings ,16.2,PG,1.5,2.3,3.7,MIL,.443
854,5.2,.464,11.1,2.0,.332,5.9,5.5,22,0.3,2.7,7.1,.418,17.0,2.9,.808,3.6,66,66,NBA,35.3,0.7,1.7,Brandon Jennings ,19.1,PG,1.6,2.2,3.4,MIL,.476
855,4.1,.412,9.8,2.2,.375,5.8,6.5,23,0.1,2.3,6.2,.399,15.6,2.9,.819,3.5,80,80,NBA,36.2,0.7,1.9,Brandon Jennings ,17.5,PG,1.6,2.5,3.1,MIL,.468
856,3.4,.397,8.5,1.9,.337,5.7,7.6,24,0.1,2.3,5.3,.373,14.2,3.0,.751,4.0,80,79,NBA,34.1,0.7,2.0,Brandon Jennings ,15.5,PG,1.3,2.7,3.1,DET,.441
857,3.5,.428,8.1,1.9,.360,5.1,6.6,25,0.1,2.0,5.3,.401,13.2,2.9,.839,3.5,41,41,NBA,28.6,0.5,1.6,Brandon Jennings ,15.4,PG,1.1,2.2,2.5,DET,.471
858,1.3,.409,3.1,1.1,.329,3.2,3.5,26,0.1,1.7,2.3,.368,6.3,1.2,.731,1.6,48,7,NBA,18.1,0.3,1.2,Brandon Jennings ,6.9,PG,0.6,1.2,2.0,TOT,.452
859,1.3,.439,2.9,1.0,.312,3.3,3.0,26,0.1,1.8,2.3,.371,6.2,1.2,.711,1.7,23,1,NBA,18.1,0.2,1.0,Brandon Jennings ,6.8,PG,0.5,1.0,2.0,DET,.455
860,1.3,.386,3.3,1.1,.346,3.1,4.0,26,0.2,1.6,2.4,.366,6.4,1.2,.750,1.6,25,6,NBA,18.1,0.4,1.3,Brandon Jennings ,7.0,PG,0.7,1.4,2.0,ORL,.450
861,1.4,.399,3.5,1.0,.313,3.1,4.9,27,0.0,2.1,2.4,.359,6.6,1.4,.750,1.9,81,13,NBA,22.2,0.4,1.4,Brandon Jennings ,7.1,PG,0.9,1.6,2.4,TOT,.433
862,1.6,.415,3.9,1.2,.340,3.4,4.9,27,0.1,2.3,2.8,.380,7.4,1.8,.756,2.3,58,11,NBA,24.6,0.4,1.4,Brandon Jennings ,8.6,PG,0.9,1.8,2.6,NYK,.459
863,0.8,.333,2.3,0.5,.212,2.3,4.7,27,0.0,1.6,1.3,.274,4.6,0.5,.706,0.7,23,2,NBA,16.3,0.3,1.4,Brandon Jennings ,3.5,PG,0.7,1.0,1.9,WAS,.325
864,2.0,.431,4.6,0.0,.000,0.0,0.7,21,0.4,2.8,2.0,.430,4.6,0.8,.523,1.6,70,0,NBA,15.1,1.7,1.8,Thomas Robinson ,4.8,PF,0.6,1.3,4.5,TOT,.430
865,2.0,.424,4.8,0.0,,0.0,0.7,21,0.4,2.9,2.0,.424,4.8,0.8,.577,1.4,51,0,NBA,15.9,1.8,1.9,Thomas Robinson ,4.8,PF,0.5,1.3,4.7,SAC,.424
866,1.8,.455,4.1,0.0,.000,0.1,0.5,21,0.3,2.5,1.8,.449,4.1,0.8,.421,2.0,19,0,NBA,13.0,1.6,1.5,Thomas Robinson ,4.5,PF,0.8,1.2,4.1,HOU,.449
867,2.0,.483,4.2,0.0,.000,0.0,0.5,22,0.3,2.9,2.0,.481,4.2,0.8,.564,1.4,70,0,NBA,12.5,1.5,1.9,Thomas Robinson ,4.8,PF,0.3,0.8,4.4,POR,.481
868,2.3,.488,4.8,0.0,.000,0.0,0.6,23,0.4,3.9,2.3,.485,4.8,1.0,.528,2.0,54,4,NBA,14.8,1.8,1.9,Thomas Robinson ,5.7,PF,0.6,1.1,5.6,TOT,.485
869,1.5,.516,2.8,0.0,,0.0,0.3,23,0.3,3.1,1.5,.516,2.8,0.7,.438,1.5,32,4,NBA,12.2,1.0,1.7,Thomas Robinson ,3.6,PF,0.5,1.0,4.2,POR,.516
870,3.6,.473,7.6,0.0,.000,0.1,1.1,23,0.4,4.9,3.6,.467,7.7,1.6,.603,2.6,22,0,NBA,18.5,2.8,2.3,Thomas Robinson ,8.8,PF,0.7,1.2,7.7,PHI,.467
871,1.8,.448,4.1,0.0,.000,0.0,0.6,24,0.5,3.1,1.8,.447,4.1,0.7,.431,1.5,71,7,NBA,12.9,1.9,1.6,Thomas Robinson ,4.3,PF,0.5,1.0,5.1,BRK,.447
872,2.2,.538,4.1,0.0,.000,0.0,0.6,25,0.2,2.9,2.2,.536,4.1,0.6,.470,1.4,48,1,NBA,11.7,1.8,1.6,Thomas Robinson ,5.0,PF,0.5,1.0,4.6,LAL,.536
873,0.7,.372,1.9,0.4,.386,1.1,1.3,31,0.0,0.8,1.1,.377,3.0,0.8,.846,1.0,41,2,NBA,10.1,0.1,0.4,Brian Roberts ,3.5,PG,0.2,0.6,1.0,CHO,.447
874,5.2,.498,10.4,1.0,.322,3.2,9.3,22,0.2,2.8,6.2,.456,13.5,2.8,.767,3.7,80,80,NBA,36.9,0.5,3.2,Derek Willis ,16.2,PG,1.0,3.1,3.3,UTA,.494
875,3.3,.443,7.6,1.3,.382,3.3,4.0,23,0.1,1.9,4.6,.424,10.8,1.7,.850,1.9,58,12,NBA,26.4,0.5,2.5,Matt Williams ,12.1,PG,0.9,1.8,2.5,MIL,.483
876,0.4,.667,0.6,0.2,.250,0.8,0.6,24,0.0,0.2,0.6,.429,1.4,0.2,.500,0.4,5,0,NBA,4.8,0.0,0.0,Andy Rautins ,1.6,SG,0.2,1.4,0.2,NYK,.500
877,1.2,.488,2.5,0.2,.326,0.7,0.7,22,0.7,1.4,1.5,.452,3.2,0.8,.729,1.1,65,11,NBA,11.6,0.5,1.9,Jaylen Johnson ,3.9,PF,0.3,1.0,2.0,CHI,.488
878,2.6,.493,5.3,0.2,.235,0.9,2.3,23,1.0,2.8,2.8,.456,6.2,1.2,.662,1.9,38,25,NBA,21.6,1.0,2.5,Jaylen Johnson ,7.1,SF,0.9,1.7,3.7,TOT,.473
879,1.2,.469,2.5,0.2,.222,0.7,1.1,23,0.7,1.4,1.3,.415,3.2,0.5,.462,1.0,13,0,NBA,9.5,0.5,1.9,Jaylen Johnson ,3.2,SF,0.6,1.4,1.8,CHI,.439
880,3.4,.497,6.8,0.2,.240,1.0,3.0,23,1.1,3.5,3.6,.464,7.8,1.6,.707,2.3,25,25,NBA,28.0,1.2,2.8,Jaylen Johnson ,9.2,SF,1.0,1.8,4.7,TOR,.480
881,3.5,.467,7.4,0.3,.317,1.0,2.0,24,1.4,3.5,3.8,.450,8.4,1.3,.704,1.9,62,40,NBA,25.2,1.2,2.9,Jaylen Johnson ,9.1,SF,1.1,1.6,4.7,TOR,.468
882,2.1,.439,4.9,0.0,.095,0.4,1.1,25,0.9,1.8,2.2,.413,5.2,0.7,.597,1.2,54,11,NBA,16.3,0.9,1.8,Jaylen Johnson ,5.1,SF,0.8,1.3,2.7,SAC,.417
883,2.3,.548,4.3,0.4,.253,1.7,2.1,26,1.1,2.0,2.8,.464,5.9,1.5,.844,1.7,52,4,NBA,18.4,1.2,2.0,Jaylen Johnson ,7.4,SF,0.8,1.3,3.2,MEM,.500
884,3.2,.643,5.0,0.2,.216,0.7,1.4,27,1.0,2.8,3.4,.589,5.8,1.0,.657,1.5,70,17,NBA,19.6,0.9,2.2,Jaylen Johnson ,7.9,PF,0.8,1.1,3.7,TOR,.603
885,1.6,.540,3.1,0.4,.303,1.2,1.2,28,0.6,1.7,2.0,.475,4.2,0.7,.574,1.2,57,32,NBA,16.2,0.5,1.5,Jaylen Johnson ,5.0,PF,0.5,0.9,2.2,TOR,.517
886,3.7,.548,6.8,1.1,.340,3.4,3.6,29,1.1,4.1,4.8,.479,10.1,2.0,.707,2.8,76,5,NBA,27.4,0.9,2.6,Jaylen Johnson ,12.8,PF,1.0,2.3,4.9,MIA,.535
887,3.5,.576,6.1,1.0,.350,2.9,4.1,30,0.7,4.6,4.5,.504,8.9,2.4,.756,3.2,14,5,NBA,28.2,0.9,3.0,Jaylen Johnson ,12.4,PF,1.2,2.7,5.5,MIA,.560
888,1.8,.398,4.6,0.2,.256,0.7,1.3,21,0.0,0.9,2.0,.380,5.3,0.8,.786,1.0,57,0,NBA,13.5,0.4,1.5,Marcus Williams ,5.0,SG,0.5,0.9,1.3,UTA,.396
889,3.6,.456,8.0,0.4,.323,1.2,6.1,22,0.1,2.4,4.0,.438,9.2,1.7,.850,2.0,80,80,NBA,28.2,0.6,2.8,Marcus Williams ,10.2,PG,0.9,2.5,3.1,MIL,.460
890,3.3,.443,7.6,1.3,.382,3.3,4.0,23,0.1,1.9,4.6,.424,10.8,1.7,.850,1.9,58,12,NBA,26.4,0.5,2.5,Marcus Williams ,12.1,PG,0.9,1.8,2.5,MIL,.483
891,5.7,.474,12.1,1.2,.346,3.4,6.1,24,0.1,4.0,6.9,.446,15.4,2.3,.855,2.7,68,68,NBA,36.4,0.8,3.0,Marcus Williams ,17.3,PG,1.3,3.0,4.8,MIL,.484
892,5.3,.512,10.4,1.3,.385,3.5,6.3,25,0.2,2.9,6.7,.480,13.9,2.5,.856,2.9,66,66,NBA,36.5,0.6,2.8,Marcus Williams ,17.2,PG,1.2,2.8,3.5,MIL,.528
893,4.2,.486,8.7,2.3,.436,5.2,4.1,26,0.1,2.9,6.5,.467,13.9,2.6,.912,2.8,81,81,NBA,35.0,0.6,2.7,Marcus Williams ,17.8,PG,0.9,2.2,3.4,CLE,.548
894,3.2,.452,7.0,2.3,.429,5.4,5.3,27,0.3,2.6,5.5,.442,12.4,2.6,.894,2.9,69,68,NBA,34.2,0.4,2.5,Marcus Williams ,15.8,PG,1.0,2.5,3.0,CLE,.535
895,3.7,.436,8.4,1.4,.324,4.2,6.6,28,0.2,2.3,5.0,.399,12.6,2.6,.853,3.1,58,56,NBA,30.8,0.4,2.6,Marcus Williams ,14.0,PG,0.9,2.9,2.6,TOT,.453
896,3.9,.436,9.1,1.0,.265,3.8,7.1,28,0.3,2.3,4.9,.385,12.8,2.4,.833,2.8,36,34,NBA,29.6,0.4,2.5,Marcus Williams ,13.3,PG,0.9,2.9,2.7,CLE,.424
897,3.2,.438,7.3,2.0,.398,4.9,5.6,28,0.0,2.3,5.1,.422,12.2,3.0,.880,3.4,22,22,NBA,32.9,0.3,2.7,Marcus Williams ,15.2,PG,0.9,3.0,2.5,LAC,.502
898,3.2,.449,7.2,1.8,.389,4.6,3.1,29,0.1,1.5,5.0,.426,11.8,1.4,.900,1.5,52,1,NBA,28.3,0.4,2.0,Marcus Williams ,13.2,SG,1.0,1.7,1.9,LAC,.502
899,3.7,.449,8.2,1.3,.383,3.3,6.2,30,0.2,1.9,5.0,.430,11.6,1.6,.882,1.8,46,46,NBA,30.8,0.5,2.3,Marcus Williams ,12.9,PG,1.0,2.7,2.4,UTA,.485
900,2.7,.441,6.0,1.1,.369,3.0,4.3,31,0.1,1.5,3.8,.417,9.1,1.1,.876,1.2,74,0,NBA,24.8,0.6,2.7,Marcus Williams ,9.7,PG,0.7,2.0,2.1,POR,.478
901,3.3,.434,7.5,1.8,.342,5.1,6.2,32,0.2,2.2,5.0,.397,12.6,2.4,.872,2.8,68,33,NBA,29.1,0.3,2.4,Marcus Williams ,14.2,PG,0.7,2.5,2.6,TOT,.466
902,3.0,.437,6.8,1.4,.347,4.1,6.4,32,0.2,2.1,4.4,.403,10.9,2.0,.851,2.3,41,19,NBA,28.0,0.3,2.5,Marcus Williams ,12.2,PG,0.7,2.5,2.4,MIN,.469
903,3.7,.430,8.7,2.2,.337,6.6,6.0,32,0.2,2.5,6.0,.390,15.3,3.1,.892,3.4,27,14,NBA,30.8,0.3,2.2,Marcus Williams ,17.2,PG,0.6,2.6,2.8,CHO,.462
904,2.3,.480,4.9,0.9,.353,2.5,2.4,33,0.1,1.6,3.2,.437,7.4,0.9,.905,1.0,41,14,NBA,18.2,0.1,1.5,Marcus Williams ,8.2,PG,0.3,1.4,1.8,CLE,.497
905,0.3,1.000,0.3,0.0,.000,0.3,0.0,27,0.0,1.3,0.3,.500,0.7,0.0,,0.0,3,0,NBA,3.0,0.0,0.3,CJ Williams ,0.7,SG,0.0,0.0,1.3,LAC,.500
906,0.6,.615,1.0,0.0,,0.0,0.8,26,0.0,0.7,0.6,.615,1.0,0.2,.667,0.2,13,0,NBA,6.2,0.2,0.6,James Blackmon Jr ,1.4,PG,0.3,0.4,0.8,TOT,.615
907,0.5,.667,0.8,0.0,,0.0,1.3,26,0.0,0.8,0.5,.667,0.8,0.0,,0.0,4,0,NBA,4.8,0.0,0.3,James Blackmon Jr ,1.0,PG,0.3,0.5,0.8,CHH,.667
908,0.7,.600,1.1,0.0,,0.0,0.7,26,0.0,0.7,0.7,.600,1.1,0.2,.667,0.3,9,0,NBA,6.8,0.2,0.8,James Blackmon Jr ,1.6,PG,0.3,0.3,0.9,BOS,.600
909,0.3,.400,0.7,0.9,.600,1.4,1.0,23,0.1,2.0,1.1,.533,2.1,0.0,,0.0,7,0,NBA,9.1,0.4,1.3,Tyler Cavanaugh ,3.1,PF,0.0,0.0,2.4,ATL,.733
910,0.5,.500,1.0,0.0,,0.0,0.5,23,0.0,1.0,0.5,.500,1.0,0.0,,0.0,2,0,NBA,5.0,0.0,1.0,Antonius Cleveland ,1.0,,0.5,0.0,1.0,DAL,.500
911,2.3,.481,4.7,0.0,.333,0.0,0.8,26,0.8,2.9,2.3,.480,4.8,0.7,.565,1.3,82,,NBA,18.8,1.8,2.3,Matt Jones ,5.3,PF,0.6,1.4,4.6,HOU,.481
912,1.7,.466,3.7,0.0,.000,0.0,0.6,27,0.3,2.0,1.7,.464,3.7,0.9,.634,1.5,68,,NBA,14.8,1.4,1.6,Matt Jones ,4.4,PF,0.3,0.8,3.4,HOU,.464
913,1.9,.538,3.5,0.0,.000,0.1,0.4,28,0.5,2.0,1.9,.531,3.6,0.7,.545,1.3,60,6,NBA,12.4,1.3,1.7,Matt Jones ,4.5,PF,0.3,0.8,3.4,HOU,.531
914,2.4,.460,5.2,0.0,.000,0.0,0.7,29,0.4,2.5,2.4,.457,5.2,0.9,.549,1.7,60,4,NBA,14.6,1.9,1.7,Matt Jones ,5.7,PF,0.4,1.4,4.4,HOU,.457
915,1.2,.538,2.3,0.0,,0.0,0.5,30,0.2,1.4,1.2,.538,2.3,0.5,.612,0.9,57,5,NBA,8.3,0.6,1.1,Matt Jones ,3.0,PF,0.2,0.5,2.0,HOU,.538
