PLAYER,POS,TEAM,AGE,YRS,DOLLARS,GUARANTEED,% GTD,AVG. SALARY,FREE AGENT
Doug McDermott (2014-2017),SF,NYKSigned w/CHI,25,4,"$10,436,434.00","$10,436,434.00",100.00%,"$2,609,109.00",2018
Trey Lyles (2015-2018),PF,DENSigned w/UTH,21,4,"$10,386,049.00","$10,386,049.00",100.00%,"$2,596,512.00",2019
De'Aaron Fox (2017-2018),PG,SAC,19,2,"$10,080,120.00","$10,080,120.00",100.00%,"$5,040,060.00",2021
Jamal Murray (2016-2018),PG,DEN,20,3,"$10,065,960.00","$10,065,960.00",100.00%,"$3,355,320.00",2020
Troy Daniels (2016-2018),SG,PHXSigned w/CHA,26,3,"$10,000,009.00","$10,000,009.00",100.00%,"$3,333,336.00",2019
Mike Muscala (2017-2018),PF,ATL,26,2,"$10,000,000.00","$10,000,000.00",100.00%,"$5,000,000.00",2019
Emmanuel Mudiay (2015-2016),PG,DEN,21,3,"$9,725,520.00","$9,725,520.00",100.00%,"$3,241,840.00",2019
Jaylen Brown (2016-2017),SF,BOS,20,2,"$9,699,480.00","$9,699,480.00",100.00%,"$4,849,740.00",2020
Zach LaVine (2014-2017),SG,CHISigned w/MIN,22,4,"$9,647,298.00","$9,647,298.00",100.00%,"$2,411,825.00",2018
T.J. Warren (2014-2017),SF,PHX,24,4,"$9,276,051.00","$9,276,051.00",100.00%,"$2,319,013.00",2018
Jonathan Isaac (2017-2018),SF,ORL,19,2,"$9,155,400.00","$9,155,400.00",100.00%,"$4,577,700.00",2020
Tomas Satoransky (2016-2018),SG,WAS,25,3,"$9,000,000.00","$9,000,000.00",100.00%,"$3,000,000.00",2019
Justin Holiday (2017-2018),SG,CHI,28,2,"$9,000,000.00","$9,000,000.00",100.00%,"$4,500,000.00",2019
Stanley Johnson (2015-2017),SF,DET,21,3,"$8,909,640.00","$8,909,640.00",100.00%,"$2,969,880.00",2019
Jamal Crawford (2017-2018),SG,MIN,37,2,"$8,872,400.00","$8,872,400.00",100.00%,"$4,436,200.00",2019
Ron Baker (2017-2018),SG,NYK,24,2,"$8,872,400.00","$8,872,400.00",100.00%,"$4,436,200.00",2019
Dragan Bender (2016-2017),PF,PHX,19,2,"$8,745,120.00","$8,745,120.00",100.00%,"$4,372,560.00",2020
Lucas Nogueira (2014-2017),C,TOR,25,4,"$8,473,305.00","$8,473,305.00",100.00%,"$2,118,326.00",2018
Jusuf Nurkic (2014-2016),C,PORSigned w/DEN,23,4,"$8,473,305.00","$8,473,305.00",100.00%,"$2,118,326.00",2018
Laui Markkanen (2017-2018),PF,CHI,20,2,"$8,357,760.00","$8,357,760.00",100.00%,"$4,178,880.00",2021
Cedi Osman (2017-2019),SF,CLE,22,3,"$8,317,064.00","$8,317,064.00",100.00%,"$2,772,355.00",2020
Jonas Jerebko (2017-2018),PF,UTH,30,2,"$8,200,000.00","$4,000,000.00",48.78%,"$4,100,000.00",2019
Frank Kaminsky (2015-2017),C,CHA,24,3,"$8,190,120.00","$8,190,120.00",100.00%,"$2,730,040.00",2019
Lance Stephenson (2016-2018),SF,IND,26,2,"$8,180,000.00","$8,180,000.00",100.00%,"$4,090,000.00",2019
Vince Carter (2017-2017),SG,SAC,40,1,"$8,000,000.00","$8,000,000.00",100.00%,"$8,000,000.00",2018
Kris Dunn (2016-2017),PG,CHISigned w/MIN,0,2,"$7,919,280.00","$7,919,280.00",100.00%,"$3,959,640.00",2020
Malik Beasley (2016-2019),SG,DEN,20,4,"$7,833,514.00","$7,833,514.00",100.00%,"$1,958,379.00",2020
Frank Ntilinkina (2017-2018),PG,NYK,19,2,"$7,656,840.00","$7,656,840.00",100.00%,"$3,828,420.00",2021
Richard Jefferson (2016-2018),SF,CLE,37,3,"$7,612,500.00","$5,000,000.00",65.68%,"$2,537,500.00",2019
Gary Harris (2014-2017),SG,DEN,23,4,"$7,312,615.00","$7,312,615.00",100.00%,"$1,828,154.00",2018
Buddy Hield (2016-2017),SG,SACSigned w/NOP,23,2,"$7,192,680.00","$7,192,680.00",100.00%,"$3,596,340.00",2020
Dennis Smith Jr. (2017-2018),PG,DAL,19,2,"$7,038,240.00","$7,038,240.00",100.00%,"$3,519,120.00",2021
Bruno Caboclo (2014-2017),SF,TOR,22,4,"$7,023,225.00","$7,023,225.00",100.00%,"$1,755,806.00",2018
Jodie Meeks (2017-2018),SG,WAS,30,2,"$6,744,500.00","$6,744,500.00",100.00%,"$3,372,250.00",2019
Zach Collins (2017-2018),PF,POR,19,2,"$6,686,160.00","$6,686,160.00",100.00%,"$3,343,080.00",2021
Devin Booker (2015-2017),SG,PHX,20,3,"$6,670,800.00","$6,670,800.00",100.00%,"$2,223,600.00",2019
Ekpe Udoh (2017-2018),PF,UTHSigned w/LAC,29,2,"$6,560,000.00","$3,200,000.00",48.78%,"$3,280,000.00",2019
Rodney Hood (2014-2017),SG,UTH,24,4,"$6,432,184.00","$6,432,184.00",100.00%,"$1,608,046.00",2018
Malik Monk (2017-2018),SG,CHA,19,2,"$6,351,960.00","$6,351,960.00",100.00%,"$3,175,980.00",2021
Cameron Payne (2015-2017),PG,CHISigned w/OKC,23,3,"$6,337,440.00","$6,337,440.00",100.00%,"$2,112,480.00",2019
Shabazz Napier (2014-2016),PG,PORSigned w/MIA,26,4,"$6,244,560.00","$6,244,560.00",100.00%,"$1,561,140.00",2018
Juan Hernangomez (2016-2018),PF,DEN,22,3,"$6,230,640.00","$6,230,640.00",100.00%,"$2,076,880.00",2020
Clint Capela (2014-2017),C,HOU,23,4,"$6,062,688.00","$6,062,688.00",100.00%,"$1,515,672.00",2018
Semi Ojeleye (2017-2020),SF,BOS,22,4,"$6,041,604.00","$2,193,857.00",36.31%,"$1,510,401.00",2021
Luke Kennard (2017-2018),SG,DET,21,2,"$6,034,560.00","$6,034,560.00",100.00%,"$3,017,280.00",2021
Kelly Oubre (2015-2017),SF,WAS,21,3,"$6,019,920.00","$6,019,920.00",100.00%,"$2,006,640.00",2019
Marquese Chriss (2016-2017),PF,PHX,20,2,"$6,015,240.00","$6,015,240.00",100.00%,"$3,007,620.00",2020
Ersan Ilyasova (2017-2017),SF,ATL,30,1,"$6,000,000.00","$6,000,000.00",100.00%,"$6,000,000.00",2018
James Ennis (2016-2017),SF,MEM,27,2,"$5,926,410.00","$5,926,410.00",100.00%,"$2,963,205.00",2018
Seth Curry (2016-2017),SG,DAL,27,2,"$5,926,410.00","$5,926,410.00",100.00%,"$2,963,205.00",2018
Mindaugas Kuzminskas (2016-2017),SF,NYK,27,2,"$5,923,035.00","$5,923,035.00",100.00%,"$2,961,518.00",2018
Willy Hernangomez (2016-2019),C,NYK,23,4,"$5,864,500.00","$4,307,250.00",73.45%,"$1,466,125.00",2020
Donovan Mitchell (2017-2018),SG,UTH,21,2,"$5,732,760.00","$5,732,760.00",100.00%,"$2,866,380.00",2021
Terry Rozier (2015-2017),PG,BOS,23,3,"$5,719,320.00","$5,719,320.00",100.00%,"$1,906,440.00",2019
Zhou Qi (2017-2020),C,HOU,21,4,"$5,565,327.00","$815,615.00",14.66%,"$1,391,332.00",2021
Davon Reed (2017-2020),SG,PHX,22,4,"$5,565,327.00","$1,504,736.00",27.04%,"$1,391,332.00",2021
Jakob Poeltl (2016-2019),C,TOR,21,2,"$5,529,600.00","$5,529,600.00",100.00%,"$2,764,800.00",2020
Eric Moreland (2017-2019),PF,DET,25,3,"$5,478,899.00","$500,000.00",9.13%,"$1,826,300.00",2020
Edrice Adebayo (2017-2018),PF,MIA,20,2,"$5,446,200.00","$5,446,200.00",100.00%,"$2,723,100.00",2021
Rashad Vaughn (2015-2017),SG,MIL,21,3,"$5,433,120.00","$5,433,120.00",100.00%,"$1,811,040.00",2019
Thon Maker (2016-2017),PF,MIL,20,2,"$5,252,760.00","$5,252,760.00",100.00%,"$2,626,380.00",2020
Nick Young (2017-2017),SF,GSW,32,1,"$5,192,000.00","$5,192,000.00",100.00%,"$5,192,000.00",2018
Justin Jackson (2017-2018),SF,SAC,22,2,"$5,173,440.00","$5,173,440.00",100.00%,"$2,586,720.00",2021
Sam Dekker (2015-2017),SF,LACSigned w/HOU,23,3,"$5,161,560.00","$5,161,560.00",100.00%,"$1,720,520.00",2019
Reggie Bullock (2017-2018),SF,DET,26,2,"$5,000,000.00","$2,500,000.00",50.00%,"$2,500,000.00",2019
Malcom Delaney (2016-2017),SG,ATL,28,2,"$5,000,000.00","$5,000,000.00",100.00%,"$2,500,000.00",2018
Manu Ginobili (2017-2018),SG,SAS,40,2,"$5,000,000.00","$5,000,000.00",100.00%,"$2,500,000.00",2019
Dirk Nowitzki (2017-2017),PF,DAL,39,1,"$5,000,000.00","$5,000,000.00",100.00%,"$5,000,000.00",2019
Domantas Sabonis (2016-2017),PF,INDSigned w/OKC,21,2,"$4,990,200.00","$4,990,200.00",100.00%,"$2,495,100.00",2020
Jerian Grant (2015-2017),PG,CHISigned w/NYK,24,3,"$4,929,240.00","$4,929,240.00",100.00%,"$1,643,080.00",2019
Guerschon Yabusele (2017-2018),PF,BOS,21,2,"$4,915,080.00","$4,915,080.00",100.00%,"$2,457,540.00",2021
Justin Patton (0-0),C,MIN,20,2,"$4,915,080.00","$4,915,080.00",100.00%,"$2,457,540.00",0
Dario Saric (2016-2017),PF,PHI,23,2,"$4,740,840.00","$4,740,840.00",100.00%,"$2,370,420.00",2020
Taurean Prince (2016-2017),SF,ATL,23,2,"$4,740,840.00","$4,740,840.00",100.00%,"$2,370,420.00",2020
Delon Wright (2015-2017),PG,TOR,25,3,"$4,731,840.00","$4,731,840.00",100.00%,"$1,577,280.00",2019
Troy Williams (2017-2019),SF,HOU,22,3,"$4,693,068.00","$1,312,611.00",27.97%,"$1,564,356.00",2020
DJ Wilson (2017-2018),PF,MIL,21,2,"$4,669,320.00","$4,669,320.00",100.00%,"$2,334,660.00",2021
Robert Covington (2014-2017),SF,PHI,26,4,"$4,592,926.00","$4,592,926.00",100.00%,"$1,148,232.00",2018
Isaiah Whitehead (2016-2019),PG,BKN,22,4,"$4,585,897.00","$2,196,393.00",47.89%,"$1,146,474.00",2020
Justin Anderson (2015-2017),SG,PHISigned w/DAL,23,3,"$4,542,600.00","$4,542,600.00",100.00%,"$1,514,200.00",2019
Georgios Papagiannis (2016-2017),C,SAC,20,2,"$4,503,600.00","$4,503,600.00",100.00%,"$2,251,800.00",2020
TJ Leaf (2017-2018),PF,IND,20,2,"$4,435,920.00","$4,435,920.00",100.00%,"$2,217,960.00",2021
Bobby Portis (2015-2017),PF,CHI,22,3,"$4,361,160.00","$4,361,160.00",100.00%,"$1,453,720.00",2019
Aron Baynes (2017-2017),PF,BOS,30,1,"$4,328,000.00","$4,328,000.00",100.00%,"$4,328,000.00",2018
Darius Miller (2017-2018),SF,NOP,27,2,"$4,305,000.00","$2,100,000.00",48.78%,"$2,152,500.00",2019
Joseph Young (2015-2018),PG,IND,25,4,"$4,300,000.00","$2,059,368.00",47.89%,"$1,075,000.00",2019
Denzel Valentine (2016-2017),SG,CHI,23,2,"$4,278,600.00","$4,278,600.00",100.00%,"$2,139,300.00",2020
John Collins (2017-2018),PF,ATL,20,2,"$4,236,000.00","$4,236,000.00",100.00%,"$2,118,000.00",2021
Alex Len (2017-2017),C,PHX,24,1,"$4,187,598.00","$4,187,598.00",100.00%,"$4,187,598.00",2018
Nerlens Noel (2017-2017),C,DAL,23,1,"$4,187,598.00","$4,187,598.00",100.00%,"$4,187,598.00",2018
Rondae Hollis-Jefferson (2015-2017),SF,BKN,22,3,"$4,186,800.00","$4,186,800.00",100.00%,"$1,395,600.00",2019
Frank Mason (2017-2019),PG,SAC,23,3,"$4,181,147.00","$2,562,627.00",61.29%,"$1,393,716.00",2020
Abdel Nader (2017-2019),SF,BOS,24,3,"$4,164,095.00","$2,067,333.00",49.65%,"$1,388,032.00",2021
Tim Frazier (2016-2017),PG,WASSigned w/NOP,26,2,"$4,090,000.00","$4,090,000.00",100.00%,"$2,045,000.00",2018
Nikola Jokic (2015-2018),C,DEN,22,3,"$4,075,500.00","$4,075,500.00",100.00%,"$1,358,500.00",2019
Harry Giles (2017-2018),PF,SAC,19,2,"$4,066,440.00","$4,066,440.00",100.00%,"$2,033,220.00",2021
Wesley Iwundu (2017-2019),SF,ORL,22,3,"$4,046,762.00","$2,428,242.00",60.00%,"$1,348,921.00",2020
Tyus Jones (2015-2017),PG,MIN,21,3,"$4,019,160.00","$4,019,160.00",100.00%,"$1,339,720.00",2019
Tyler Ulis (2016-2019),PG,PHX,21,4,"$4,000,000.00","$1,823,618.00",45.59%,"$1,000,000.00",2020
Ike Anigbogu (2017-2019),C,IND,18,3,"$3,946,762.00","$1,600,000.00",40.54%,"$1,315,587.00",2020
